Date/Time,DOE [day],Meso label,Temp descr,Treat pCO2 [µatm],Temp [°C],Sal,pCO2 [µatm],[NO3]- + [NO2]- [µmol/l],[NH4]+ [µmol/l],TDN [µmol/l],Si(OH)4 [µmol/l],O2 [µmol/l],POC/PON [mol/mol],POC/POP,PON/POP
2014-09-26T00:00:00,24,M6,warm,3000,18.9,19.0,2326.0,0.56,0.38,0.94,8.46,0.13,,,
2014-08-29T00:00:00,-4,M7,cold,1000,16.6,18.8,972.0,0.96,0.35,1.31,12.15,0.8,9.57,16.74,1.5
2014-08-31T00:00:00,-2,M7,cold,1000,16.2,18.8,,,,,,,,,
2014-09-01T00:00:00,-1,M7,cold,1000,15.5,18.8,357.0,1.66,1.34,3.0,19.02,0.63,9.66,72.53,6.44
2014-09-02T00:00:00,0,M7,cold,1000,15.2,19.0,,,,,,,,,
2014-09-03T00:00:00,1,M7,cold,1000,14.0,19.0,299.0,1.11,0.49,1.6,14.5,0.52,7.36,78.08,9.1
2014-09-04T00:00:00,2,M7,cold,1000,13.4,19.0,291.3,,,,,,,,
2014-09-05T00:00:00,3,M7,cold,1000,13.1,19.0,2779.0,1.87,0.4,2.27,12.49,0.49,6.3,66.12,9.0
2014-09-06T00:00:00,4,M7,cold,1000,13.0,19.1,,,,,,,,,
2014-09-07T00:00:00,5,M7,cold,1000,13.0,19.0,,,,,,,,,
2014-09-08T00:00:00,6,M7,cold,1000,12.9,19.1,1894.0,0.94,0.37,1.31,13.62,0.39,6.9,58.83,8.53
2014-09-09T00:00:00,7,M7,cold,1000,12.8,19.1,,,,,,,,,
2014-09-10T00:00:00,8,M7,cold,1000,12.8,19.1,1064.0,0.4,0.4,0.8,6.87,0.48,7.2,49.76,6.91
2014-09-11T00:00:00,9,M7,cold,1000,12.8,19.1,,,,,,,,,
2014-09-12T00:00:00,10,M7,cold,1000,12.8,19.1,963.0,0.97,0.43,1.4,10.52,0.41,6.41,30.57,4.09
2014-09-13T00:00:00,11,M7,cold,1000,12.8,19.1,,,,,,,,,
2014-09-14T00:00:00,12,M7,cold,1000,12.8,19.1,,,,,,,,,
2014-09-15T00:00:00,13,M7,cold,1000,12.9,19.1,651.0,0.45,0.46,0.91,7.49,0.36,7.62,39.95,4.5
2014-09-16T00:00:00,14,M7,cold,1000,12.9,19.1,,,,,,,,,
2014-09-17T00:00:00,15,M7,cold,1000,12.9,19.1,473.0,0.69,0.51,1.2,8.37,0.39,6.45,27.53,3.66
2014-09-18T00:00:00,16,M7,cold,1000,12.9,19.1,,,,,,,,,
2014-09-19T00:00:00,17,M7,cold,1000,12.9,19.1,1982.0,0.57,0.36,0.93,10.01,0.33,7.27,27.11,3.19
2014-09-20T00:00:00,18,M7,cold,1000,12.8,19.1,,,,,,,,,
2014-09-21T00:00:00,19,M7,cold,1000,12.8,19.1,,,,,,,,,
2014-09-22T00:00:00,20,M7,cold,1000,12.7,19.1,1712.0,0.67,0.35,1.02,10.6,0.26,6.87,21.17,2.64
2014-09-23T00:00:00,21,M7,cold,1000,12.7,19.1,,,,,,,,,
2014-09-24T00:00:00,22,M7,cold,1000,12.8,19.0,1197.0,0.62,0.34,0.96,11.47,0.24,6.3,28.41,3.86
2014-09-25T00:00:00,23,M7,cold,1000,12.8,19.1,,,,,,,,,
2014-09-26T00:00:00,24,M7,cold,1000,12.8,19.1,1062.0,0.55,0.38,0.93,9.71,0.24,,,
2014-08-29T00:00:00,-4,M8,cold,2500,17.1,18.8,988.0,0.88,0.37,1.25,12.41,0.82,10.07,21.07,1.79
2014-08-31T00:00:00,-2,M8,cold,2500,16.1,18.8,,,,,,,,,
2014-09-01T00:00:00,-1,M8,cold,2500,16.0,18.8,323.0,1.98,1.32,3.3,25.12,0.62,8.28,61.07,6.33
2014-09-02T00:00:00,0,M8,cold,2500,15.7,18.9,,,,,,,,,
2014-09-03T00:00:00,1,M8,cold,2500,14.7,18.9,320.0,1.38,1.52,2.9,13.6,0.56,4.77,67.06,12.06
2014-09-04T00:00:00,2,M8,cold,2500,14.1,18.9,312.0,,,,,,,,
2014-09-05T00:00:00,3,M8,cold,2500,13.6,18.9,6172.0,2.94,0.32,3.26,12.27,0.54,6.46,73.83,9.8
2014-09-06T00:00:00,4,M8,cold,2500,13.6,18.9,,,,,,,,,
2014-09-07T00:00:00,5,M8,cold,2500,13.5,18.9,,,,,,,,,
2014-09-08T00:00:00,6,M8,cold,2500,13.4,18.9,3775.0,0.74,0.4,1.14,11.47,0.38,6.53,52.14,7.98
2014-09-09T00:00:00,7,M8,cold,2500,13.3,18.9,,,,,,,,,
2014-09-10T00:00:00,8,M8,cold,2500,13.3,19.0,3420.0,0.25,0.34,0.59,6.59,0.38,7.24,44.38,6.13
2014-09-11T00:00:00,9,M8,cold,2500,13.3,19.0,,,,,,,,,
2014-09-12T00:00:00,10,M8,cold,2500,13.2,19.0,2685.0,1.03,0.42,1.45,10.05,0.34,6.92,28.32,3.51
2014-09-13T00:00:00,11,M8,cold,2500,13.3,18.9,,,,,,,,,
2014-09-14T00:00:00,12,M8,cold,2500,13.4,18.9,,,,,,,,,
2014-09-15T00:00:00,13,M8,cold,2500,13.4,18.9,1742.0,0.36,0.39,0.75,6.94,0.29,6.48,39.51,5.22
2014-09-16T00:00:00,14,M8,cold,2500,13.4,19.0,,,,,,,,,
2014-09-17T00:00:00,15,M8,cold,2500,13.4,19.0,1354.0,0.55,0.46,1.01,7.62,0.29,6.22,28.25,3.9
2014-09-18T00:00:00,16,M8,cold,2500,13.3,19.0,,,,,,,,,
2014-09-19T00:00:00,17,M8,cold,2500,13.4,18.9,2433.0,0.5,0.4,0.9,8.14,0.22,6.44,23.57,3.14
2014-09-20T00:00:00,18,M8,cold,2500,13.2,19.0,,,,,,,,,
2014-09-21T00:00:00,19,M8,cold,2500,13.2,18.9,,,,,,,,,
2014-09-22T00:00:00,20,M8,cold,2500,13.1,19.0,2042.0,0.55,0.59,1.14,7.7,0.22,5.89,21.73,3.16
2014-09-23T00:00:00,21,M8,cold,2500,13.2,19.0,,,,,,,,,
2014-09-24T00:00:00,22,M8,cold,2500,13.1,18.9,2253.0,0.5,0.21,0.71,8.66,0.17,6.3,22.9,3.12
2014-09-25T00:00:00,23,M8,cold,2500,13.1,19.0,,,,,,,,,
2014-09-26T00:00:00,24,M8,cold,2500,13.1,19.0,1639.0,0.92,0.37,1.29,12.47,0.16,,,
2014-08-29T00:00:00,-4,M9,cold,3000,17.2,18.7,990.0,0.43,0.3,0.73,12.86,0.79,9.6,10.21,0.91
2014-08-31T00:00:00,-2,M9,cold,3000,15.4,18.9,,,,,,,,,
2014-09-01T00:00:00,-1,M9,cold,3000,15.8,18.8,355.0,1.18,1.13,2.31,18.0,0.65,6.95,53.99,6.66
2014-09-02T00:00:00,0,M9,cold,3000,15.7,18.9,,,,,,,,,
2014-09-03T00:00:00,1,M9,cold,3000,14.8,18.9,443.0,1.12,0.88,2.0,14.48,0.56,6.04,59.36,8.43
2014-09-04T00:00:00,2,M9,cold,3000,14.2,18.9,432.0,,,,,,,,
2014-09-05T00:00:00,3,M9,cold,3000,13.9,18.9,6556.0,2.32,0.42,2.74,13.06,0.5,6.1,81.02,11.39
2014-09-06T00:00:00,4,M9,cold,3000,13.7,18.9,,,,,,,,,
2014-09-07T00:00:00,5,M9,cold,3000,13.3,18.9,,,,,,,,,
2014-09-08T00:00:00,6,M9,cold,3000,13.6,18.9,4215.0,0.8,0.37,1.17,12.86,0.39,7.44,53.63,7.2
2014-09-09T00:00:00,7,M9,cold,3000,13.4,18.9,,,,,,,,,
2014-09-10T00:00:00,8,M9,cold,3000,13.5,18.9,2949.0,0.4,0.46,0.86,7.1,0.4,3.97,45.22,11.39
2014-09-11T00:00:00,9,M9,cold,3000,13.5,18.9,,,,,,,,,
2014-09-12T00:00:00,10,M9,cold,3000,13.4,18.9,2282.0,0.76,0.31,1.07,11.15,0.37,6.91,30.89,3.83
2014-09-13T00:00:00,11,M9,cold,3000,13.4,19.0,,,,,,,,,
2014-09-14T00:00:00,12,M9,cold,3000,13.2,18.9,,,,,,,,,
2014-09-15T00:00:00,13,M9,cold,3000,13.5,18.9,3907.0,0.51,0.42,0.93,8.43,0.36,5.65,67.89,10.3
2014-09-16T00:00:00,14,M9,cold,3000,13.6,18.9,,,,,,,,,
2014-09-17T00:00:00,15,M9,cold,3000,13.5,19.0,1665.0,0.57,0.47,1.04,8.57,0.34,5.92,25.87,3.75
2014-09-18T00:00:00,16,M9,cold,3000,13.5,19.9,,,,,,,,,
2014-09-19T00:00:00,17,M9,cold,3000,13.5,18.9,1852.0,0.54,0.47,1.02,8.04,0.3,6.61,20.27,2.63
2014-09-20T00:00:00,18,M9,cold,3000,13.4,18.9,,,,,,,,,
2014-09-21T00:00:00,19,M9,cold,3000,13.3,18.9,,,,,,,,,
2014-09-22T00:00:00,20,M9,cold,3000,13.3,18.9,1421.0,0.7,0.41,1.11,10.01,0.24,6.27,19.01,2.6
2014-09-23T00:00:00,21,M9,cold,3000,13.3,18.9,,,,,,,,,
2014-09-24T00:00:00,22,M9,cold,3000,13.3,18.9,3733.0,0.61,0.25,0.86,11.44,0.23,6.02,22.21,3.16
2014-09-25T00:00:00,23,M9,cold,3000,13.3,18.9,,,,,,,,,
2014-09-26T00:00:00,24,M9,cold,3000,13.3,18.9,3116.0,0.16,0.45,0.61,5.15,0.21,,,
2014-08-29T00:00:00,-4,M10,cold,500,16.4,18.8,954.0,0.52,0.37,0.89,12.44,0.79,9.08,19.47,1.84
2014-08-31T00:00:00,-2,M10,cold,500,15.6,18.8,,,,,,,,,
2014-09-01T00:00:00,-1,M10,cold,500,15.7,18.8,312.0,2.02,1.43,3.45,17.66,0.94,9.23,79.14,7.35
2014-09-02T00:00:00,0,M10,cold,500,15.3,18.9,,,,,,,,,
2014-09-03T00:00:00,1,M10,cold,500,13.6,18.9,242.0,0.47,0.85,1.32,10.58,0.47,7.95,69.16,7.46
2014-09-04T00:00:00,2,M10,cold,500,13.1,18.9,237.1,,,,,,,,
2014-09-05T00:00:00,3,M10,cold,500,12.8,19.0,1506.0,1.28,0.26,1.54,9.53,0.43,7.17,76.03,9.1
2014-09-06T00:00:00,4,M10,cold,500,12.8,19.0,,,,,,,,,
2014-09-07T00:00:00,5,M10,cold,500,12.9,18.9,,,,,,,,,
2014-09-08T00:00:00,6,M10,cold,500,12.8,19.0,704.0,0.91,0.36,1.27,13.8,0.31,7.95,45.38,5.71
2014-09-09T00:00:00,7,M10,cold,500,12.7,19.0,,,,,,,,,
2014-09-10T00:00:00,8,M10,cold,500,12.6,19.0,581.0,0.34,0.38,0.72,5.85,0.3,7.79,37.98,4.88
2014-09-11T00:00:00,9,M10,cold,500,12.6,19.0,,,,,,,,,
2014-09-12T00:00:00,10,M10,cold,500,12.8,18.9,627.0,0.68,0.44,1.12,8.4,0.28,7.43,33.48,3.86
2014-09-13T00:00:00,11,M10,cold,500,12.7,19.0,,,,,,,,,
2014-09-14T00:00:00,12,M10,cold,500,12.8,18.9,,,,,,,,,
2014-09-15T00:00:00,13,M10,cold,500,12.8,19.0,533.0,0.61,0.31,0.92,8.02,0.34,6.84,32.1,4.03
2014-09-16T00:00:00,14,M10,cold,500,12.8,19.0,,,,,,,,,
2014-09-17T00:00:00,15,M10,cold,500,12.8,19.0,384.0,0.69,0.39,1.08,10.86,0.37,6.89,27.38,3.41
2014-09-18T00:00:00,16,M10,cold,500,12.8,19.0,,,,,,,,,
2014-09-19T00:00:00,17,M10,cold,500,12.8,19.0,626.0,0.54,0.38,0.92,9.17,0.32,7.09,26.46,3.2
2014-09-20T00:00:00,18,M10,cold,500,12.8,19.0,,,,,,,,,
2014-09-21T00:00:00,19,M10,cold,500,12.8,19.0,,,,,,,,,
2014-09-22T00:00:00,20,M10,cold,500,12.7,19.0,482.0,0.73,0.41,1.14,10.15,0.32,6.33,25.37,3.44
2014-09-23T00:00:00,21,M10,cold,500,12.5,19.0,,,,,,,,,
2014-09-24T00:00:00,22,M10,cold,500,12.5,19.0,466.0,0.65,0.23,0.88,11.75,0.3,7.28,23.88,2.81
2014-09-25T00:00:00,23,M10,cold,500,12.6,19.0,,,,,,,,,
2014-09-26T00:00:00,24,M10,cold,500,12.7,18.9,513.0,0.45,0.33,0.78,8.87,0.29,,,
2014-08-29T00:00:00,-4,M11,cold,1500,16.9,18.8,984.0,0.61,0.37,0.98,12.53,0.77,8.5,15.83,1.6
2014-08-31T00:00:00,-2,M11,cold,1500,15.8,18.8,,,,,,,,,
2014-09-01T00:00:00,-1,M11,cold,1500,16.1,18.8,302.0,1.34,1.27,2.61,20.87,0.61,8.17,54.7,5.74
2014-09-02T00:00:00,0,M11,cold,1500,15.8,18.8,,,,,,,,,
2014-09-03T00:00:00,1,M11,cold,1500,14.3,18.9,280.0,0.43,0.55,0.98,9.43,0.5,8.09,72.74,7.71
2014-09-04T00:00:00,2,M11,cold,1500,13.4,18.9,269.3,,,,,,,,
2014-09-05T00:00:00,3,M11,cold,1500,13.4,18.9,4835.0,1.05,0.32,1.37,13.02,0.42,5.91,58.46,8.48
2014-09-06T00:00:00,4,M11,cold,1500,13.3,18.8,,,,,,,,,
2014-09-07T00:00:00,5,M11,cold,1500,13.2,18.9,,,,,,,,,
2014-09-08T00:00:00,6,M11,cold,1500,13.2,18.9,3045.0,1.03,0.37,1.4,14.53,0.35,7.27,42.96,5.91
2014-09-09T00:00:00,7,M11,cold,1500,13.1,18.9,,,,,,,,,
2014-09-10T00:00:00,8,M11,cold,1500,13.1,18.9,2047.0,0.32,0.4,0.72,7.12,0.35,8.44,50.2,5.95
2014-09-11T00:00:00,9,M11,cold,1500,13.1,18.9,,,,,,,,,
2014-09-12T00:00:00,10,M11,cold,1500,13.1,18.9,1692.0,0.42,0.4,0.82,7.86,0.33,7.75,31.54,3.49
2014-09-13T00:00:00,11,M11,cold,1500,13.1,19.0,,,,,,,,,
2014-09-14T00:00:00,12,M11,cold,1500,13.2,18.9,,,,,,,,,
2014-09-15T00:00:00,13,M11,cold,1500,13.2,18.9,1090.0,0.77,0.39,1.16,10.77,0.28,6.3,30.53,4.15
2014-09-16T00:00:00,14,M11,cold,1500,13.2,18.9,,,,,,,,,
2014-09-17T00:00:00,15,M11,cold,1500,13.3,18.9,1112.0,0.55,0.34,0.89,8.93,0.26,6.64,25.45,3.29
2014-09-18T00:00:00,16,M11,cold,1500,13.2,18.9,,,,,,,,,
2014-09-19T00:00:00,17,M11,cold,1500,13.1,18.9,734.0,0.58,0.41,0.99,9.45,0.22,7.64,26.11,2.93
2014-09-20T00:00:00,18,M11,cold,1500,13.1,18.9,,,,,,,,,
2014-09-21T00:00:00,19,M11,cold,1500,13.2,18.9,,,,,,,,,
2014-09-22T00:00:00,20,M11,cold,1500,13.0,18.9,601.0,0.7,0.51,1.21,8.79,0.16,6.55,27.44,3.59
2014-09-23T00:00:00,21,M11,cold,1500,13.0,18.9,,,,,,,,,
2014-09-24T00:00:00,22,M11,cold,1500,12.8,18.9,2485.0,0.78,0.29,1.07,10.53,0.17,6.2,21.57,2.98
2014-09-25T00:00:00,23,M11,cold,1500,12.9,18.9,,,,,,,,,
2014-09-26T00:00:00,24,M11,cold,1500,13.0,19.0,2147.0,0.58,0.37,0.95,8.66,0.16,,,
2014-08-29T00:00:00,-4,M12,cold,2000,17.0,18.8,980.0,0.49,0.37,0.86,12.1,0.77,10.26,22.4,1.87
2014-08-31T00:00:00,-2,M12,cold,2000,16.1,18.8,,,,,,,,,
2014-09-01T00:00:00,-1,M12,cold,2000,16.1,18.8,296.0,2.16,0.79,2.95,23.64,0.59,8.82,118.57,11.52
2014-09-02T00:00:00,0,M12,cold,2000,15.8,18.9,,,,,,,,,
2014-09-03T00:00:00,1,M12,cold,2000,14.5,18.9,312.0,1.4,1.35,2.75,16.93,0.5,8.24,73.77,7.68
2014-09-04T00:00:00,2,M12,cold,2000,13.8,18.9,302.9,,,,,,,,
2014-09-05T00:00:00,3,M12,cold,2000,13.5,18.9,5623.0,0.86,0.32,1.18,12.79,0.43,5.95,66.86,9.64
2014-09-06T00:00:00,4,M12,cold,2000,13.4,18.9,,,,,,,,,
2014-09-07T00:00:00,5,M12,cold,2000,13.3,18.9,,,,,,,,,
2014-09-08T00:00:00,6,M12,cold,2000,13.3,18.9,3023.0,1.12,0.41,1.53,15.19,0.4,7.2,42.98,5.97
2014-09-09T00:00:00,7,M12,cold,2000,13.2,18.9,,,,,,,,,
2014-09-10T00:00:00,8,M12,cold,2000,13.2,18.9,2492.0,0.35,0.39,0.74,6.13,0.35,7.6,54.99,7.24
2014-09-11T00:00:00,9,M12,cold,2000,13.2,18.8,,,,,,,,,
2014-09-12T00:00:00,10,M12,cold,2000,13.2,18.9,2291.0,0.53,0.47,1.0,7.49,0.29,7.56,33.37,3.78
2014-09-13T00:00:00,11,M12,cold,2000,13.1,19.0,,,,,,,,,
2014-09-14T00:00:00,12,M12,cold,2000,13.2,18.9,,,,,,,,,
2014-09-15T00:00:00,13,M12,cold,2000,13.2,18.9,1314.0,0.55,0.7,1.25,7.34,0.26,6.33,28.84,3.91
2014-09-16T00:00:00,14,M12,cold,2000,13.2,18.9,,,,,,,,,
2014-09-17T00:00:00,15,M12,cold,2000,13.3,18.9,1293.0,0.42,0.42,0.84,6.89,0.21,6.38,23.53,3.16
2014-09-18T00:00:00,16,M12,cold,2000,13.2,18.9,,,,,,,,,
2014-09-19T00:00:00,17,M12,cold,2000,13.2,19.0,2005.0,0.3,0.43,0.73,6.15,0.24,6.26,24.9,3.41
2014-09-20T00:00:00,18,M12,cold,2000,13.2,18.9,,,,,,,,,
2014-09-21T00:00:00,19,M12,cold,2000,13.2,18.9,,,,,,,,,
2014-09-22T00:00:00,20,M12,cold,2000,13.0,19.0,1721.0,0.89,0.37,1.26,10.66,0.17,7.2,22.11,2.63
2014-09-23T00:00:00,21,M12,cold,2000,12.9,19.0,,,,,,,,,
2014-09-24T00:00:00,22,M12,cold,2000,13.0,19.0,1930.0,0.57,0.21,0.78,10.43,0.14,6.07,25.12,3.55
2014-09-25T00:00:00,23,M12,cold,2000,12.9,19.0,,,,,,,,,
2014-09-26T00:00:00,24,M12,cold,2000,13.0,18.9,1892.0,0.44,0.36,0.8,8.8,0.12,,,
